35,67
W01000240,Denbighshire 004E,"1,644",0.33,"4,971"
W01000241,Denbighshire 004F,"1,511",0.45,"3,337"
W01000242,Denbighshire 014A,"1,928",2.54,759
W01000243,Denbighshire 014B,"2,153",3.11,692
W01000244,Denbighshire 014C,"1,601",2.52,634
W01000245,Denbighshire 010A,"1,797",3.67,489
W01000246,Denbighshire 010B,"1,673",2.78,602
W01000247,Denbighshire 010C,"1,903",25.52,75
W01000248,Denbighshire 008D,"1,756",44.94,39
W01000249,Flintshire 014A,"1,176",0.47,"2,479"
W01000250,Flintshire 014B,"1,527",3.09,494
W01000251,Flintshire 013A,"1,646",0.65,"2,544"
W01000252,Flintshire 010A,"1,682",2.75,612
W01000253,Flintshire 003A,"1,829",3.43,533
W01000254,Flintshire 003B,"2,294",6.16,373
W01000255,Flintshire 015A,"2,365",9.21,257
W01000256,Flintshire 015B,"1,596",2.51,637
W01000257,Flintshire 015C,"2,624",0.59,"4,417"
W01000258,Flintshire 006A,"2,114",12.06,175
W01000259,Flintshire 017A,"1,668",2.64,633
W01000260,Flintshire 017B,"1,685",0.51,"3,313"
W01000261,Flintshire 014C,"1,486",0.37,"4,001"
W01000262,Flintshire 017C,"1,496",0.40,"3,747"
W01000263,Flintshire 017D,"1,427",0.60,"2,374"
W01000264,Flintshire 012A,"1,845",0.76,"2,425"
W01000265,Flintshire 012B,"1,564",2.77,565
W01000266,Flintshire 017E,"1,746",0.35,"5,026"
W01000267,Flintshire 017F,"2,047",1.14,"1,795"
W01000268,Flintshire 013B,"1,717",1.05,"1,628"
W01000269,Flintshire 020A,"1,601",1.17,"1,371"
W01000270,Flintshire 006B,"1,301",23.37,56
W01000271,Flintshire 006C,"1,300",14.00,93
W01000272,Flintshire 006D,"1,752",39.90,44
W01000273,Flintshire 007A,"1,631",0.42,"3,924"
W01000274,Flintshire 007B,"1,816",3.31,549
W01000275,Flintshire 007C,"1,204",6.20,194
W01000276,Flintshire 008A,"1,256",0.23,"5,575"
W01000277,Flintshire 008B,"1,416",1.68,844
W01000278,Flintshire 007D,"1,476",0.24,"6,069"
W01000279,Flintshire 008C,"1,164",0.54,"2,159"
W01000280,Flintshire 010B,"1,712",0.79,"2,180"
W01000281,Flintshire 008D,"1,226",0.22,"5,655"
W01000282,Flintshire 010C,"1,629",1.03,"1,578"
W01000283,Flintshire 008E,"2,304",4.11,560
W01000284,Flintshire 013C,"1,763",0.85,"2,077"
W01000285,Flintshire 013D,"1,472",2.13,691
W01000286,Flintshire 013E,"2,239",3.28,683
W01000287,Flintshire 001A,"1,681",8.99,187
W01000288,Flintshire 004A,"2,192",0.89,"2,461"
W01000289,Flintshire 005A,"1,339",3.63,369
W01000290,Flintshire 004B,"1,202",0.67,"1,798"
W01000291,Flintshire 005B,"1,333",1.21,"1,103"
W01000292,Flintshire 004C,"1,534",0.21,"7,436"
W01000293,Flintshire 004D,"2,274",8.14,279
W01000294,Flintshire 005C,"1,937",3.87,500
W01000295,Flintshire 005D,"1,594",0.30,"5,237"
W01000296,Flintshire 003C,"1,578",4.28,369
W01000297,Flintshire 003D,"1,226",0.33,"3,703"
W01000298,Flintshire 001B,"1,448",5.24,276
W01000299,Flintshire 019A,"1,939",7.53,258
W01000300,Flintshire 019B,"1,654",17.80,93
W01000301,Flintshire 006E,"1,702",25.26,67
W01000302,Flintshire 013F,"2,061",3.23,638
W01000303,Flintshire 018A,"1,690",8.91,190
W01000304,Flintshire 003E,"2,147",0.94,"2,281"
W01000305,Flintshire 003F,"1,887",1.36,"1,387"
W01000306,Flintshire 002A,"2,433",2.64,920
W01000307,Flintshire 020B,"1,471",11.27,131
W01000308,Flintshire 020C,"1,218",1.51,809
W01000309,Flintshire 019C,"2,197",11.73,187
W01000310,Flintshire 020D,"1,883",19.47,97
W01000311,Flintshire 011A,"1,727",3.88,446
W01000312,Flintshire 011B,"1,679",0.58,"2,899"
W01000313,Flintshire 016A,"1,646",0.90,"1,824"
W01000314,Flintshire 016B,"1,182",0.35,"3,363"
W01000315,Flintshire 016C,"1,950",2.32,841
W01000316,Flintshire 016D,"1,228",0.65,"1,903"
W01000317,Flintshire 016E,"1,467",0.87,"1,692"
W01000318,Flintshire 016F,"1,278",0.32,"3,979"
W01000319,Flintshire 016G,"1,458",0.97,"1,496"
W01000320,Flintshire 002B,"1,915",11.78,163
W01000321,Flintshire 014D,"1,645",1.24,"1,326"
W01000322,Flintshire 014E,"1,328",1.46,907
W01000323,Flintshire 012C,"1,575",9.98,158
W01000324,Flintshire 012D,"1,467",1.39,"1,053"
W01000325,Flintshire 010D,"1,635",3.54,462
W01000326,Flintshire 018B,"2,212",3.10,714
W01000327,Flintshire 018C,"2,365",5.79,409
W01000328,Flintshire 011C,"2,191",4.09,536
W01000329,Flintshire 015D,"1,610",2.39,673
W01000330,Flintshire 015E,"2,295",0.35,"6,610"
W01000331,Flintshire 015F,"1,547",0.84,"1,844"
W01000332,Flintshire 009A,"1,560",16.53,94
W01000333,Flintshire 009B,"1,590",3.47,458
W01000334,Flintshire 009C,"2,060",0.74,"2,779"
W01000335,Flintshire 009D,"1,108",0.27,"4,031"
W01000336,Flintshire 009E,"1,605",0.45,"3,569"
W01000337,Flintshire 009F,"2,341",0.87,"2,686"
W01000338,Flintshire 001C,"1,832",17.95,102
W01000339,Flintshire 019D,"1,692",14.66,115
W01000340,Flintshire 002C,"2,243",21.42,105
W01000341,Wrexham 009A,"1,572",0.57,"2,746"
W01000342,Wrexham 009B,"1,574",0.32,"4,978"
W01000343,Wrexham 007A,"1,045",0.28,"3,763"
W01000344,Wrexham 007B,"1,223",0.33,"3,737"
W01000345,Wrexham 018A,"1,628",20.22,80
W01000346,Wrexham 018B,"1,526",44.55,34
W01000347,Wrexham 006A,"2,979",6.42,464
W01000348,Wrexham 006B,"1,386",0.59,"2,342"
W01000349,Wrexham 011A,"2,248",1.73,"1,299"
W01000350,Wrexham 011B,"1,529",0.73,"2,093"
W01000351,Wrexham 005A,"2,228",2.08,"1,069"
W01000352,Wrexham 010A,999,0.20,"5,010"
W01000353,Wrexham 010B,"1,340",0.25,"5,377"
W01000354,Wrexham 017A,"1,778",5.44,327
W01000355,Wrexham 017B,"1,679",0.87,"1,924"
W01000356,Wrexham 017C,"1,612",1.31,"1,232"
W01000359,Wrexham 019C,"1,163",4.96,234
W01000360,Wrexham 019D,"1,246",0.57,"2,184"
W01000361,Wrexham 019E,"2,001",13.56,148
W01000362,Wrexham 006C,"1,595",0.86,"1,845"
W01000363,Wrexham 006D,"1,567",0.64,"2,445"
W01000364,Wrexham 006E,"1,615",3.86,419
W01000365,Wrexham 011C,"2,083",0.91,"2,293"
W01000366,Wrexham 014A,"1,481",0.43,"3,481"
W01000367,Wrexham 014B,"1,274",1.78,716
W01000368,Wrexham 008A,"1,990",0.56,"3,538"
W01000369,Wrexham 020F,"1,236",1.08,"1,149"
W01000370,Wrexham 020G,"1,455",4.88,298
W01000371,Wrexham 008B,"1,125",0.18,"6,104"
W01000372,Wrexham 008C,"1,372",0.86,"1,589"
W01000373,Wrexham 005B,"1,759",0.89,"1,967"
W01000374,Wrexham 003A,"1,364",0.58,"2,360"
W01000375,Wrexham 003B,"2,213",1.89,"1,172"
W01000376,Wrexham 003C,"1,381",1.52,911
W01000377,Wrexham 004A,"1,536",1.82,845
W01000378,Wrexham 004B,"1,313",0.43,"3,085"
W01000379,Wrexham 004C,"1,701",0.61,"2,770"
W01000380,Wrexham 004D,"1,419",1.04,"1,370"
W01000381,Wrexham 012A,"1,088",0.22,"4,896"
W01000382,Wrexham 012B,"1,306",0.46,"2,823"
W01000383,Wrexham 020A,"3,777",37.34,101
W01000384,Wrexham 020B,"1,080",0.89,"1,213"
W01000385,Wrexham 014C,"1,623",0.42,"3,822"
W01000386,Wrexham 015A,"1,499",0.66,"2,278"
W01000387,Wrexham 008D,"1,125",0.28,"4,089"
W01000388,Wrexham 008E,"1,113",0.25,"4,385"
W01000389,Wrexham 017D,"2,024",5.33,380
W01000390,Wrexham 020C,"1,537",6.32,243
W01000391,Wrexham 003D,"1,406",2.05,685
W01000392,Wrexham 003E,"1,698",0.70,"2,433"
W01000393,Wrexham 009C,"1,905",0.68,"2,810"
W01000394,Wrexham 016A,"1,190",34.64,34
W01000395,Wrexham 016B,"1,083",3.06,354
W01000396,Wrexham 020H,"1,199",0.72,"1,668"
W01000397,Wrexham 020I,"1,011",2.42,418
W01000398,Wrexham 013A,"1,233",9.84,125
W01000399,Wrexham 013B,"1,094",5.18,211
W01000400,Wrexham 005C,"1,800",1.16,"1,558"
W01000401,Wrexham 005D,"1,965",0.56,"3,490"
W01000402,Wrexham 011D,"2,424",0.80,"3,043"
W01000403,Wrexham 018C,"1,328",29.48,45
W01000404,Wrexham 018D,"2,168",25.77,84
W01000405,Wrexham 015B,"2,296",0.73,"3,141"
W01000406,Wrexham 013C,"2,296",1.54,"1,494"
W01000407,Wrexham 016C,"1,350",14.28,95
W01000408,Wrexham 013D,"1,143",17.56,65
W01000409,Wrexham 017E,"2,069",0.42,"4,976"
W01000410,Wrexham 014D,"1,746",5.03,347
W01000411,Wrexham 015C,"1,650",3.39,487
W01000412,Wrexham 015D,"1,582",10.24,154
W01000413,Wrexham 010C,"1,308",0.27,"4,886"
W01000414,Wrexham 010D,"1,256",0.22,"5,828"
W01000415,Wrexham 007C,"1,382",0.49,"2,839"
W01000416,Wrexham 007D,"1,212",0.26,"4,683"
W01000417,Wrexham 020D,"1,443",11.38,127
W01000418,Wrexham 020E,"1,651",14.17,117
W01000419,Wrexham 016D,"1,471",6.73,219
W01000420,Wrexham 016E,"1,459",2.16,676
W01000422,Wrexham 008F,"2,095",0.59,"3,551"
W01000423,Wrexham 012D,"2,312",0.59,"3,947"
W01000424,Wrexham 012E,"1,300",0.26,"5,039"
W01000425,Wrexham 010E,"2,194",0.47,"4,657"
W01001929,Wrexham 012F,"1,278",0.22,"5,892"
W01001930,Wrexham 019F,"2,077",113.44,18
W01001931,Wrexham 012G,"1,574",0.36,"4,394"
W01000506,Ceredigion 005A,"1,322",1.58,835
W01000507,Ceredigion 009A,"1,248",12.92,97
W01000508,Ceredigion 009B,"1,157",3.54,327
W01000509,Ceredigion 009C,"1,841",6.12,301
W01000510,Ceredigion 009D,"1,182",2.05,576
W01000511,Ceredigion 009E,"1,227",4.77,257
W01000512,Ceredigion 002A,"1,320",0.56,"2,369"
W01000513,Ceredigion 002B,"2,198",0.30,"7,391"
W01000515,Ceredigion 003A,"1,298",1.17,"1,108"
W01000516,Ceredigion 003B,"1,681",0.73,"2,315"
W01000517,Ceredigion 002D,"1,335",0.16,"8,185"
W01000518,Ceredigion 003C,"1,028",0.67,"1,543"
W01000519,Ceredigion 010A,"1,639",50.64,32
W01000522,Ceredigion 010B,"1,200",60.81,20
W01000523,Ceredigion 001C,"1,867",127.57,15
W01000524,Ceredigion 005B,"1,946",40.05,49
W01000525,Ceredigion 011A,"1,196",3.28,364
W01000527,Ceredigion 008A,"1,385",0.95,"1,452"
W01000528,Ceredigion 008B,"1,476",11.69,126
W01000529,Ceredigion 007A,"1,615",45.94,35
W01000531,Ceredigion 010C,"1,794",29.85,60
W01000532,Ceredigion 007B,"1,940",66.72,29
W01000533,Ceredigion 010D,"1,411",5.90,239
W01000534,Ceredigion 011B,"1,544",33.52,46
W01000535,Ceredigion 008C,"2,064",74.11,28
W01000536,Ceredigion 011E,"1,372",150.95,9
W01000537,Ceredigion 008D,"1,469",72.80,20
W01000538,Ceredigion 005C,"1,481",59.66,25
W01000539,Ceredigion 005D,"1,218",47.48,26
W01000540,Ceredigion 005E,"1,146",12.66,91
W01000541,Ceredigion 008E,"1,797",68.45,26
W01000542,Ceredigion 011F,"2,171",223.39,10
W01000543,Ceredigion 011C,"1,982",197.61,10
W01000544,Ceredigion 007C,980,2.31,425
W01000545,Ceredigion 007D,"2,044",53.25,38
W01000546,Ceredigion 009F,"1,124",19.30,58
W01000547,Ceredigion 009G,"1,094",28.19,39
W01000548,Ceredigion 001D,"1,785",14.53,123
W01000549,Ceredigion 001E,"1,769",26.16,68
W01000550,Ceredigion 011G,"1,250",85.97,15
W01000551,Ceredigion 010E,"1,376",32.59,42
W01000552,Ceredigion 011D,"2,108",71.14,30
W01001934,Ceredigion 002F,"4,148",4.77,869
W01001935,Ceredigion 003E,"1,129",1.03,"1,091"
W01001936,Ceredigion 003F,"1,493",2.10,710
W01001937,Ceredigion 001F,"2,045",25.49,80
W01000553,Pembrokeshire 011A,"1,213",18.19,67
W01000554,Pembrokeshire 009A,"1,880",20.56,91
W01000555,Pembrokeshire 008A,"1,554",45.30,34
W01000556,Pembrokeshire 008B,"1,241",25.09,49
W01000557,Pembrokeshire 014A,"1,517",22.37,68
W01000558,Pembrokeshire 001A,"2,136",44.27,48
W01000559,Pembrokeshire 001B,"1,482",65.97,22
W01000560,Pembrokeshire 001C,"1,298",68.19,19
W01000561,Pembrokeshire 001D,"1,370",28.31,48
W01000562,Pembrokeshire 002A,"1,705",100.41,17
W01000563,Pembrokeshire 011B,"1,178",24.76,48
W01000564,Pembrokeshire 011C,"1,305",1.76,740
W01000565,Pembrokeshire 002B,"1,896",2.21,857
W01000566,Pembrokeshire 002C,"1,584",1.68,944
W01000567,Pembrokeshire 002D,"2,143",3.67,583
W01000568,Pembrokeshire 005A,"2,502",0.68,"3,675"
W01000569,Pembrokeshire 005B,"1,238",1.59,778
W01000570,Pembrokeshire 005C,"1,564",0.28,"5,515"
W01000571,Pembrokeshire 006A,"2,383",1.16,"2,048"
W01000572,Pembrokeshire 005D,"1,889",1.47,"1,285"
W01000573,Pembrokeshire 006B,"2,579",1.99,"1,295"
W01000574,Pembrokeshire 015A,"1,779",95.83,19
W01000575,Pembrokeshire 008C,"2,773",25.02,111
W01000576,Pembrokeshire 011D,"2,336",19.55,119
W01000577,Pembrokeshire 007A,"1,614",45.66,35
W01000578,Pembrokeshire 014B,"1,677",24.31,69
W01000579,Pembrokeshire 003A,"2,506",58.90,43
W01000580,Pembrokeshire 009B,"2,449",14.78,166
W01000581,Pembrokeshire 003B,"1,463",52.70,28
W01000582,Pembrokeshire 004A,"1,761",93.59,19
W01000583,Pembrokeshire 004B,"1,417",30.03,47
W01000584,Pembrokeshire 014C,"2,030",24.73,82
W01000585,Pembrokeshire 007B,"1,394",83.15,17
W01000586,Pembrokeshire 006C,"2,248",6.76,333
W01000587,Pembrokeshire 010A,"2,127",0.67,"3,168"
W01000588,Pembrokeshire 010B,"2,355",4.95,476
W01000589,Pembrokeshire 012A,"1,178",0.25,"4,733"
W01000590,Pembrokeshire 012B,"1,095",0.41,"2,641"
W01000591,Pembrokeshire 012C,"1,764",4.40,401
W01000592,Pembrokeshire 012D,"1,346",0.54,"2,496"
W01000593,Pembrokeshire 010C,"3,063",3.46,885
W01000594,Pembrokeshire 012E,"2,310",0.73,"3,163"
W01000595,Pembrokeshire 007C,"2,277",0.88,"2,580"
W01000596,Pembrokeshire 007D,"1,640",25.34,65
W01000597,Pembrokeshire 002E,"1,181",17.68,67
W01000598,Pembrokeshire 009C,"2,288",1.29,"1,776"
W01000599,Pembrokeshire 009D,"2,034",11.00,185
W01000600,Pembrokeshire 013A,"1,731",0.35,"4,941"
W01000601,Pembrokeshire 013B,"1,487",1.89,787
W01000602,Pembrokeshire 013C,"1,272",0.69,"1,844"
W01000603,Pembrokeshire 013D,"1,878",1.24,"1,509"
W01000604,Pembrokeshire 013E,"1,590",0.97,"1,631"
W01000605,Pembrokeshire 013F,"1,789",1.17,"1,531"
W01000606,Pembrokeshire 015B,"1,742",1.38,"1,267"
W01000607,Pembrokeshire 015C,"2,430",1.56,"1,559"
W01000608,Pembrokeshire 015D,"1,481",1.31,"1,131"
W01000609,Pembrokeshire 014D,"2,518",7.44,338
W01000610,Pembrokeshire 016A,"1,784",20.55,87
W01000611,Pembrokeshire 004C,"2,074",35.01,59
W01000612,Pembrokeshire 003C,"1,772",45.60,39
W01000613,Pembrokeshire 001E,"2,188",78.57,28
W01000614,Pembrokeshire 008D,"1,449",46.90,31
W01000615,Pembrokeshire 011E,"1,461",3.34,438
W01000616,Pembrokeshire 011F,"1,069",3.43,311
W01000617,Pembrokeshire 002F,"1,581",71.14,22
W01000618,Pembrokeshire 003D,"1,915",50.05,38
W01000619,Pembrokeshire 016B,"2,013",2.33,863
W01000620,Pembrokeshire 016C,854,0.20,"4,207"
W01000621,Pembrokeshire 016D,"1,393",3.72,374
W01000622,Pembrokeshire 008E,"1,458",42.20,35
W01000623,Pembrokeshire 004D,"2,060",71.14,29
W01000624,Carmarthenshire 005A,"2,364",62.77,38
W01000625,Carmarthenshire 013A,"1,188",0.86,"1,389"
W01000626,Carmarthenshire 013B,"1,567",0.91,"1,715"
W01000627,Carmarthenshire 013C,"2,453",11.16,220
W01000628,Carmarthenshire 024A,"1,586",1.31,"1,207"
W01000629,Carmarthenshire 024B,"1,720",0.20,"8,709"
W01000630,Carmarthenshire 024C,"1,644",0.36,"4,604"
W01000631,Carmarthenshire 024D,"1,802",0.47,"3,848"
W01000632,Carmarthenshire 021A,"1,454",0.31,"4,683"
W01000633,Carmarthenshire 021B,"1,390",1.43,972
W01000634,Carmarthenshire 021C,"1,327",2.43,546
W01000635,Carmarthenshire 025A,"2,481",4.79,517
W01000636,Carmarthenshire 025B,"2,190",1.34,"1,638"
W01000637,Carmarthenshire 007A,"1,396",2.10,666
W01000638,Carmarthenshire 007B,"1,177",0.26,"4,513"
W01000639,Carmarthenshire 007C,"1,357",0.43,"3,140"
W01000640,Carmarthenshire 007D,"1,295",2.82,459
W01000641,Carmarthenshire 008A,"2,055",1.43,"1,433"
W01000642,Carmarthenshire 008B,"1,770",5.16,343
W01000643,Carmarthenshire 006A,"1,709",0.63,"2,721"
W01000644,Carmarthenshire 006B,"1,851",7.54,246
W01000645,Carmarthenshire 006C,"2,047",0.50,"4,092"
W01000646,Carmarthenshire 003A,"2,273",46.59,49
W01000647,Carmarthenshire 002A,"1,437",127.48,11
W01000648,Carmarthenshire 006D,"1,438",76.43,19
W01000649,Carmarthenshire 006E,"1,514",43.12,35
W01000650,Carmarthenshire 002B,"1,606",162.83,10
W01000651,Carmarthenshire 020A,"1,570",1.89,832
W01000652,Carmarthenshire 020B,"1,962",0.53,"3,717"
W01000653,Carmarthenshire 023A,"1,541",0.37,"4,151"
W01000654,Carmarthenshire 023B,"1,711",0.60,"2,836"
W01000655,Carmarthenshire 020C,"2,022",2.38,849
W01000656,Carmarthenshire 010A,"2,167",15.18,143
W01000657,Carmarthenshire 010B,"1,124",8.09,139
W01000658,Carmarthenshire 010C,"1,295",4.18,310
W01000659,Carmarthenshire 026A,"1,786",0.75,"2,392"
W01000660,Carmarthenshire 026B,"1,525",0.35,"4,326"
W01000662,Carmarthenshire 016A,"2,177",23.35,93
W01000663,Carmarthenshire 016B,"2,496",7.49,333
W01000664,Carmarthenshire 016C,"2,360",9.08,260
W01000665,Carmarthenshire 017A,"1,911",13.86,138
W01000666,Carmarthenshire 017B,"1,701",1.15,"1,483"
W01000667,Carmarthenshire 023C,"1,954",1.19,"1,635"
W01000670,Carmarthenshire 018A,"1,596",0.91,"1,752"
W01000671,Carmarthenshire 018B,"2,135",10.75,199
W01000672,Carmarthenshire 027E,"1,553",75.21,21
W01000673,Carmarthenshire 027F,"1,138",25.72,44
W01000674,Carmarthenshire 027A,"2,164",102.38,21
W01000675,Carmarthenshire 012A,"2,100",44.48,47
W01000676,Carmarthenshire 004A,"1,572",45.53,35
W01000677,Carmarthenshire 004B,"1,380",1.96,704
W01000678,Carmarthenshire 002C,"1,384",110.89,12
W01000679,Carmarthenshire 002D,"1,199",5.11,235
W01000680,Carmarthenshire 011A,"2,232",13.53,165
W01000681,Carmarthenshire 011B,"2,094",11.14,188
W01000682,Carmarthenshire 005B,"1,445",33.53,43
W01000683,Carmarthenshire 005C,"1,052",115.20,9
W01000684,Carmarthenshire 005D,"1,891",49.50,38
W01000685,Carmarthenshire 001A,"1,591",37.75,42
W01000686,Carmarthenshire 001B,"1,295",51.52,25
W01000687,Carmarthenshire 004C,"1,968",192.43,10
W01000688,Carmarthenshire 003B,"1,759",18.90,93
W01000689,Carmarthenshire 003C,"1,611",41.41,39
W01000690,Carmarthenshire 019A,"1,739",8.46,206
W01000691,Carmarthenshire 019B,"1,928",1.55,"1,245"
W01000692,Carmarthenshire 019C,"1,548",2.21,699
W01000693,Carmarthenshire 008C,"1,107",0.44,"2,520"
W01000694,Carmarthenshire 008D,"1,571",22.71,69
W01000695,Carmarthenshire 012B,"1,903",9.99,191
W01000696,Carmarthenshire 012C,"1,663",37.21,45
W01000697,Carmarthenshire 015A,"2,046",3.66,559
W01000698,Carmarthenshire 015B,"1,945",3.48,559
W01000699,Carmarthenshire 015C,"1,535",31.35,49
W01000700,Carmarthenshire 027G,"2,002",58.86,34
W01000701,Carmarthenshire 001C,"1,638",65.97,25
